"id","score","content","date","time","device","opt_times"
"3464","0.5514","Trade War, huh, yeah
(What is it good for?)
Absolutely nothing
Trade War, huh, good god
(What is it good for?)
Absolutely nothing, listen to me","05-13",NULL,NULL,"0"
"3466","-0.891","Here's what I sent to my   subscribers this morning on China Trade War, why this problem festered its current impact and Prisoners' Dilemma and potential outcome.
   …","05-13",NULL,NULL,"0"
"3467","-0.0","""China-US trade war"" is my favorite narrative. Even though I'm skeptical, it's a narrative worth spreading.

Also, please don't say ""Consensus pump"".  pic.twitter.com/HR5zuB4cyd","05-13",NULL,NULL,"0"
"3469","-0.3182","Trump seeks another $15 billion in subsidies to protect farmers from his own trade war  …","05-13",NULL,NULL,"0"
"3473","-0.5994","This trade war will only get real when Sheldon Adelson informs the GOP that the Chinese are cutting/eliminating his Macau concession. Watch for it. $LVS $WYNN","05-13",NULL,NULL,"0"
"3474","-0.4588","China says it will raise tariffs on $60 billion worth of US goods beginning June 1, escalating a trade war between the world’s two largest economies and sending stock futures down sharply  …","05-13",NULL,NULL,"0"
"3475","0.5837","The sacrifices of the greatest generation were profound! Housewives became riveters, rationing, a call to duty was to do without for the common good. The China trade war is nothing! pic.twitter.com/tS5EEgO2wn","05-13",NULL,NULL,"0"
"3476","-0.0516","China is striking back at the United States as the trade war between the world's two biggest economies continues to escalate. Beijing said Monday that it will raise tariffs on roughly $60 billion worth of US goods on June 1.
#supportourpotuspic.twitter.com/hdvvPnRecq","05-13",NULL,NULL,"0"
"3477","0.2607","Today China warned the Trump administration that it will “never surrender” on trade. Last month, we explained why you should never start a trade war with an autocracy ","05-13",NULL,NULL,"0"
"3478","-0.7964","When you're scraping the bottom of the barrel for sycophants and all you find is Cotton. Can we please unseat this traitorous nutcase?   

Tom Cotton: US farmers are facing ‘pretty minimal’ sacrifices in trade war because they aren’t being killed /#.XNmFGXc73UU.twitter …","05-13",NULL,NULL,"0"
"3479","-0.8555","Tom Cotton: US farmers are facing ‘pretty minimal’ sacrifices in trade war because they aren’t being killed / …","05-13",NULL,NULL,"0"
"3480","-0.25","So, who in the White House went short on stocks last week before Trump started this latest round in the U.S.-China trade war?
The SEC had better find out.","05-13",NULL,NULL,"0"
"3481","0.4019","Just what we need.
Tariffs to revive the U..S. economy, just as they did in the days of Herbert Hoover.
Worked like a charm.

US-China trade war ","05-13",NULL,NULL,"0"
"3482","-0.7579","Stocks are massively down today due to Trump’s trade war, oil is starting to skyrocket up due to Trump’s behavior towards Iran and the Middle East, and we have a “President with nothing to hide” who’s blocking roughly 20 attempts of congressional oversight — so much “winning.”","05-13",NULL,NULL,"0"
"3484","-0.5994","The Dow tumbled more than 450 points in morning trading after China planned to hike tariffs on U.S. goods, signaling an escalation in the trade war. /~/601916836/0/usatodaycommoney-topstories~Dow-drops-more-than-points-after-Chinaaposs-retaliatory-trade-measures/ …","05-13",NULL,NULL,"0"
"3486","0.8047","""There will be some sacrifice on the part of Americans, I grant you that. But also that sacrifice is pretty minimal compared to the sacrifices that our soldiers make overseas that are fallen heroes or laid to rest,"" @SenTomCotton…","05-13",NULL,NULL,"0"
"3489","-0.5994","Tesla Gigafactory 3 starts interior work amid escalating US-China trade war
/ …","05-13",NULL,NULL,"0"
"3490","-0.2244","#WizardofWallStreet Trump’s Trade War With China Has The Dow In Another Free Fall Down 550 Points! pic.twitter.com/9Cr429BUm2","05-13",NULL,NULL,"0"
"3492","0.9487","Bernie Sanders, “The Economy is doing well, and I’m sure I don’t have to give Trump any credit - I’m sure he’ll take all the credit that he wants.” Wrong Bernie, the Economy is doing GREAT, and would have CRASHED if my opponent (and yours), Crooked Hillary Clinton, had ever won!","05-13",NULL,NULL,"0"
"3493","-0.9137","Trump is seriously underestimating China
A trade war with China isnt that easy to win 
China is not at the table for a Tresuary selloff, thats beyond bad.
China can surgically screw Red states like you have no idea.
Tarriffs are stupid when they hold our debt
#TrumpTradeWar","05-13",NULL,NULL,"0"
"3494","-0.8658","Dow plunges 500 points at market open as investors fear escalating trade war threatens economy
/ …
#economy
#TradeWar","05-13",NULL,NULL,"0"
"3495","-0.9201","Recession fears rise as Trump’s insanely Incomprehensible trade war implodes demonstrating how quickly the #TrumpEffect Turns Gold Into shit.  … via @politicususa","05-13",NULL,NULL,"0"
"3496","-0.8779","CHART OF THE DAY: After #China retaliates on U.S. trade war, #soybean prices fall to close to the low point of the 2008-09 global financial crisis. American soybean farmers getting today the same price they got in 1981 | #OATT @TheTerminal #TradeWarspic.twitter.com/FxvhPqkE3F","05-13",NULL,NULL,"0"
"3497","-0.5994","BREAKING; Stocks plunge as trade war between U.S. and China escalates; Dow Jones Industrial Average drops 470 points. ","05-13",NULL,NULL,"0"
"3498","0.0258","What you think your trade war will be like vs what it’s actually like. pic.twitter.com/1BVZRdurSE","05-13",NULL,NULL,"0"
"3499","-0.4404","The Great Patriotic Trade War rages on, even if the president* doesn't know what a tariff is: / …pic.twitter.com/8R8Oi0vJRx","05-13",NULL,NULL,"0"
"3500","-0.7845","In retaliation, China has now hit the U.S. with a $60 billion trade war tariff increase.

Or in other words, the crook who managed to lose over a billion dollars in a just a decade is set to bankrupt the U.S. like his failed businesses.

Tell me when the winning stops.","05-13",NULL,NULL,"0"
"3501","-0.7579","Dow dives 470 points as escalating U.S.-China trade war threatens global economy ","05-13",NULL,NULL,"0"
"3502","-0.7269","#MarketWatch Major indexes open lower as the trade war escalates between the US and China, with Beijing retaliating against the most recent round of US tariffs.","05-13",NULL,NULL,"0"
"3503","-0.8316","9:35. Pompeo and Bolton trying to start another Middle Eastern war. Full blown trade war with China roiling global markets. A president who knows less about economics than the tomatoes I planted Saturday.

Could be a long week. pic.twitter.com/K60qcIyjE4","05-13",NULL,NULL,"0"
"3504","-0.8225","Trade war with China hots up with a US election coming, and Il Douche throws out half-baked plans to stop the self-inflicted bleeding among his base. 

Meanwhile, Xi, whose next election cycle comes after his funeral... pic.twitter.com/fwyKTcSNte","05-13",NULL,NULL,"0"
"3506","0.4767","Breaking: China will raise tariffs on certain U.S. imports, effective June 1. U.S. stock futures point to a steep drop at the open. ","05-13",NULL,NULL,"0"
"3507","0.2263","""There will be some sacrifice on the part of Americans, I grant you that. But also that sacrifice is pretty minimal compared to the sacrifices that our soldiers make overseas that are fallen heroes or laid to rest,"" @SenTomCotton on trade war with China pic.twitter.com/lqlEZtaeBs","05-13",NULL,NULL,"0"
"3508","-0.2023","Now if this trade war doesn’t settle then most companies will shift to India. India will be a big beneficiary, have been saying for long. pic.twitter.com/NVuH2xbIrQ","05-13",NULL,NULL,"0"
"3509","0.2023","Is everyone enjoying their tax increase? Because that's what you get from this trade war.","05-13",NULL,NULL,"0"
"3511","0.0","BREAKING: China announces tariff hikes on $60 billion of US imports in retaliation for Trump's latest trade penalties.","05-13",NULL,NULL,"0"
"3512","-0.8807","ATTENTION: TEXAS FARMERS: Trump is hurting us more than ANY STATE in the union. Don’t fall for his lies. He is now offering to bribe farmers by having the government buy their crops as the trade war is putting them under.  …","05-13",NULL,NULL,"0"
"3513","-0.34","Why Bitcoin Is Soaring: Thank Trump And Trade War  …","05-13",NULL,NULL,"0"
"3514","-0.4588","JUST IN: China announces it will raise tariffs on $60 billion worth of US goods beginning June 1, further escalating a trade war between the world’s two largest economies and sending stock futures down sharply ","05-13",NULL,NULL,"0"
"3515","-0.7273","Clueless. He wants this trade war and he wants people to think we are not going to pay for it. Make America Gaslit Again.   …","05-13",NULL,NULL,"0"
"3516","-0.5574","Markets again price greater probability of Fed rate cuts this year after the China-US trade war has escalated. pic.twitter.com/YGmR9qhsT6","05-13",NULL,NULL,"0"
"3518","-0.7717","Wall Street is having a bit of a freakout over President Donald Trump's trade war. More in Playbook: ","05-13",NULL,NULL,"0"
"3519","-0.4824","#CHINA PREPARING FOR TRADE WAR

SUS agriculture products would be a natural PRIMARY TARGET for retaliation, especially WHEAT, CORN AND PORK, Wei said.

These would directly target a key part of #Trump's electoral base...

#MOG
#MAGA …","05-13",NULL,NULL,"0"
"3520","0.2023","“Trump defended his decision to ratchet up the trade war with China, insisting his policy was good for the United States, a day after his economic adviser said American consumers would be hit with some of the costs.”  …","05-13",NULL,NULL,"0"
"3522","-0.4939","The math of a US-China trade war is brutal:

Trump has a strong economy + zero political incentive to give in.…","05-13",NULL,NULL,"0"
"3523","-0.5994","China will raise tariffs on $60B in US goods in retaliation for US decision to hike duties on Chinese goods in ongoing trade war.   - @CNBC","05-13",NULL,NULL,"0"
"3524","-0.8766","A protracted trade war with China will have little to no effect on the US economy; whereas, it will be DEVASTATING for the Chinese economy.

Trump holds all the cards. That's why he is playing hardball.","05-13",NULL,NULL,"0"
"3525","-0.5106","The math of a US-China trade war is brutal:

Trump has a strong economy + zero political incentive to give in. 

China has virtually endless stimulus + zero incentive to give in. 

Result: a costly game of chicken with no visible off-ramps.","05-13",NULL,NULL,"0"
"3526","-0.6705","As Trump's trade war with China widens, remember that he is also fighting trade wars still with Canada, South Korea, etc. This chart from Dec 2018 is now a little out of date, but it gives an idea ... pic.twitter.com/3Xr1520qp1","05-13",NULL,NULL,"0"
"3527","-0.5994","Trade war about to go nuclear","05-13",NULL,NULL,"0"
"3528","-0.5994","LATEST: China retaliates against the U.S. with a plan to raise tariffs on some American goods starting June 1, in an escalation of the trade war  pic.twitter.com/JQomfCeGuc","05-13",NULL,NULL,"0"
"3529","-0.3182","Trump seeks another $15 billion in subsidies to protect farmers from his own trade war  …","05-13",NULL,NULL,"0"
"3530","-0.8926","The trade war likely will hurt China more than the United States:  …, no, not true that U.S. consumers are bearing the full burden.","05-13",NULL,NULL,"0"
"3531","-0.7579","Trump threatens that the trade war with China will “get worse” if there is retaliation for U.S. tariffs that go into effect on Chinese goods Monday

Read more via @business  pic.twitter.com/gUjFx5oOS3","05-13",NULL,NULL,"0"
"3532","-0.5994","Trump’s trade war is feeding through to the American cost of living. @GoldmanSachs via @SoberLookpic.twitter.com/7veod6KpMG","05-13",NULL,NULL,"0"
"3534","-0.6249","✓ Iran - stage set for military confrontation  
✓ Venezuela - committed to regime change 
✓ Russia - dispatched two carrier groups 
✓ China - trade war underway","05-13",NULL,NULL,"0"
"3536","-0.7003","The trade war between the US and China is escalating after President Trump raised tariffs on $200 billion of Chinese imports from 10% to 25% on Friday.

Now, the White House’s top economic adviser is contradicting the President, admitting Americans will pay the tariffs. pic.twitter.com/BzTMIouWw9","05-13",NULL,NULL,"0"
"3537","-0.8074","Wall Street is bracing for a U.S. trade war with China that would hurt American companies, farmers and consumers. China is expected to retaliate against new U.S. tariffs that began Friday. The Trump administration is already preparing more tariffs on nearly all Chinese goods. pic.twitter.com/gZHlFFTY0w","05-13",NULL,NULL,"0"
"3538","-0.9313","Trump warns China it will be 'hurt badly' by trade war, in rambling misspelled Twitter attack on President Xi  …","05-13",NULL,NULL,"0"
"3541","-0.4019","Global stocks are falling again this morning as investors are left guessing as to what comes next in the trade war between the United States and China  pic.twitter.com/rhiBzXrbAL","05-13",NULL,NULL,"0"
"3542","-0.8481","Trump’s ‘ugly’ trade war with China is devastating the lives of Iowa farmers: ‘It could break a lot of people’
/ …","05-13",NULL,NULL,"0"
"3543","-0.7717","China’s dominant role in the global supply chain faces serious disruption after Donald Trump escalated the trade war last week ","05-13",NULL,NULL,"0"
"3544","-0.7841","Raw materials just capped the longest run of weekly declines this year as the U.S.-China trade war heats up. More losses may follow  pic.twitter.com/BDGYgzON6Z","05-13",NULL,NULL,"0"
"3545","-0.7184","Tariffs from the trade war have clearly caused disruption and higher prices for American importers. Meanwhile Chinese exporters have lost customers ","05-13",NULL,NULL,"0"
"3546","-0.128","Trump Seeks New $15 Billion Subsidy To Protect Farmers From His Own Trade War
He falsely claims the tariffs are paid to the U.S. Treasury by China and says these nonexistent funds will cover the subsidy cost. In reality, they are paid by American consumers  …","05-13",NULL,NULL,"0"
"3547","-0.7351","Trade war: Trump adviser Kudlow admits U.S. will suffer from tariffs pic.twitter.com/6SQpusdKDL","05-13",NULL,NULL,"0"
"3548","0.4215","Its easy to win a trade war . . . pic.twitter.com/CshPXaxGgY","05-13",NULL,NULL,"0"
"3549","-0.5423","China Onshore (CNY) and Offshore Yuan (CNH) in free fall as Sino-US trade war deepens, and weaker Yuan mitigates the effect of higher tariffs. pic.twitter.com/66Rgyekn7D","05-13",NULL,NULL,"0"
"3550","-0.4019","Opinion: As Kudlow admits 'both sides will pay', rational Americans should speak up against trade war #CGTNOpinion …","05-13",NULL,NULL,"0"
"3551","-0.5994","China names its price to end the trade war with the U.S. and President Trump ","05-13",NULL,NULL,"0"
"3552","-0.624","If the trade war drags on, the costs will be greater for #China. The hike in tariffs from 10% to 25% on $200bn of its exports to the US will knock about a third of a point off GDP growth, GK says. Additional tariffs on the remaining $300bn could be the most damaging for China.pic.twitter.com/XfK7JdP9iO","05-13",NULL,NULL,"0"
"3553","-0.3753","China won't swallow 'bitter fruit' in U.S. trade war   via @ReutersTV pic.twitter.com/7yGpPDo5Is","05-13",NULL,NULL,"0"
"3554","-0.4588","Global markets start in Risk-Off mode to the week. Stocks fell along w/Yuan & Treasury yields amid US-China trade war escalation. Investors awaited details on possible China counter-measures. US 10y yields drop to 2.44%, Yen and Bitcoin strengthen on haven bids. Bitcoin at $7.1k pic.twitter.com/oFQSPxz3Rn","05-13",NULL,NULL,"0"
"3555","-0.8074","The U.S.-China trade war is threatening Beijing's ambitions to become a key player in global technology ","05-13",NULL,NULL,"0"
"3556","-0.6858","Yen gains but yuan, Aussie dip as U.S.-China trade war escalates +Trending+Content&utm_content=5cd8f8c4df423900011240d4&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/QWbuPZfmw4","05-13",NULL,NULL,"0"
"3557","-0.8271","President Trump’s chief economic adviser said American consumers would bear some pain from the escalating trade war with China, contradicting Trump’s claim that his tariffs are a multibillion-dollar, mostly one-way payment by China to the American Treasury ","05-13",NULL,NULL,"0"
"3558","-0.6486","As the United States-China trade war intensifies, Chinese subsidies for homegrown industries present a difficult obstacle to reaching a deal ","05-13",NULL,NULL,"0"
"3559","-0.9217","I read you want another $12 BIL in subsidies for farmers @potus . The only way your getting $12 B is if you find another fund to steal it from, we will not go along with you pissing our hard earned money away for your failed trade war. Those farmers voted for you, deal with it.","05-13",NULL,NULL,"0"
"3560","-0.4767","The Trump administration will seek additional financial aid for farmers stung by the U.S.-China trade war, a top White House official said Sunday ","05-13",NULL,NULL,"0"
"3561","-0.5574","Just days after they appeared to be on the verge of brokering a deal, the United States and China are fighting a trade war again ","05-13",NULL,NULL,"0"
"3562","-0.802","Trump’s Trade War Escalation Will Exact Economic Pain, Adviser Says ","05-13",NULL,NULL,"0"
"3563","0.2824","Trump Seeks New $15 Billion Subsidy To Protect Farmers From His Own Trade War- it’s called entitlements, right trump? Or is it socialism? On steroids? I am truly confused....  …","05-13",NULL,NULL,"0"
"3564","-0.7906","Everyone said trade war was ""top tail risk""... yet stocks tumbled as trade war returned pic.twitter.com/hmhteKAY8x","05-13",NULL,NULL,"0"
"3565","-0.6365","I've decided to do a couple of blog posts on the US China trade war. The first one is some big picture stuff about why a trade deal wasn't reached independent of Trump. More to come this week / …","05-13",NULL,NULL,"0"
"3566","-0.8689","Trade war scenarios and impact on stocks:
Benign: S&P > 3,000
Brinkmanship: 5% drop
No deal: 5-10% drop in near term; global recession possible 

 …pic.twitter.com/YsgyJROaR1","05-13",NULL,NULL,"0"
"3567","-0.9118","BofA's trade war argument is also 100% correct for constant central bank manipulation and intervention: the longer the market fails to reflect reality, the greater the build up of negative imbalances 

 …","05-13",NULL,NULL,"0"
"3568","-0.5994","Trump’s trade war is wrecking America's farm economy  …","05-13",NULL,NULL,"0"
"3569","-0.4815","Because he doesn't care what actually happens to the economy he's going to assume President Xi doesn't, either, so he may be assuming they can both just tell their people they're winning the trade war and milk it indefinitely.","05-13",NULL,NULL,"0"
"3570","-0.7783","How the trade war with China could hit you: Higher prices, lost jobs and falling stocks / … via @usatoday","05-13",NULL,NULL,"0"
"3571","-0.4019","White House economic adviser admits that Trump doesn't know what he's talking about when he tweets about the U.S. trade war with China. 
Why did it take this long?  …","05-13",NULL,NULL,"0"
"3573","-0.3578","Doing some quick chart review before Game of Thrones! Who cares about the trade war? Time for some techs!","05-13",NULL,NULL,"0"
"3575","-0.8934","Trump’s Trade War Disaster Grows As 400,000 Workers To Lose Jobs - ","05-13",NULL,NULL,"0"
"3578","-0.8807","Trump Advisors Worry That Trade War Will Hurt Him In 2020 - ","05-13",NULL,NULL,"0"
"3580","-0.5965","""While the trade relationship seems to get a lot of the headlines, a lot more problematic, even dangerous elements are unfolding in other areas of the relationship particularly around security and military affairs,” @batesgill1 @dleelatimes @RobynDixon_LAT  …","05-13",NULL,NULL,"0"
"3584","-0.4019","China state media blames the U.S for the setback in trade talks - BBG","05-13",NULL,NULL,"0"
"3585","-0.8271","Trump is manipulating the market with his mouth and holding everyone hostage. Dow Jones Futures Fall As China Trade War Pressures Stock Market Rally ⁦@RepAdamSchiff⁩ ⁦@kelly2277⁩ …","05-13",NULL,NULL,"0"
"3589","-0.8625","US-China Trade war for dumps. Trump kicks off investment by granting billionaires an unprecedented tax break. But to avoid job creation spuring the consommation of imported goods, he imposes 400 USD tax on each low and middle income household. Still, fiscal deficit breaks record.","05-13",NULL,NULL,"0"
"3590","-0.6124","As #investors await more news on the U.S.-China trade talks, analysts are saying that trade war or not, gold will remain in demand | @KitcoNewsNOW #kitconews #gold #silver #finance #preciousmetals #markets #economics #mining #investing |  …pic.twitter.com/hKnXru9z4u","05-13",NULL,NULL,"0"
"3591","-0.7579","How Trump's trade war threatens China's ambition to lead the world in technology ","05-13",NULL,NULL,"0"
